unique,day,timepoint,Group,Height,Site,Input_D1,Input_D4,Population,Tag,Colour,Size,ID,heartrate,confidence,temperature,SD_hz
Group2_upper 1_33B_mSU_D1_T2,D1,T2,2,upper,upper 1,3,NA,mSU,33,B,6,Group2_upper 1_33B_mSU,101.9343987,Good,33.6,0.052016345
Group2_upper 1_34B_uRB_D1_T2,D1,T2,2,upper,upper 1,4,NA,uRB,34,B,7,Group2_upper 1_34B_uRB,80.10680908,Good,33.1,0.055630081
Group2_upper 1_35B_mRB_D1_T2,D1,T2,2,upper,upper 1,5,NA,mRB,35,B,5,Group2_upper 1_35B_mRB,76.53061224,Good,35.5,0.144150909
Group2_upper 2_1B_mRB_D1_T2,D1,T2,2,upper,upper 2,0,NA,mRB,1,B,6,Group2_upper 2_1B_mRB,52.99363057,Good,28.5,0.033669687
Group2_upper 2_2B_uRB_D1_T2,D1,T2,2,upper,upper 2,1,NA,uRB,2,B,6.4,Group2_upper 2_2B_uRB,79.69348659,Good,27.3,0.060051941
Group2_upper 2_45B_mSU_D1_T2,D1,T2,2,upper,upper 2,5,NA,mSU,45,B,4.4,Group2_upper 2_45B_mSU,79.82942431,Good,33.1,0.192712014
Group2_upper 2_4B_mSU_D1_T2,D1,T2,2,upper,upper 2,2,NA,mSU,4,B,5.7,Group2_upper 2_4B_mSU,99.19865036,Good,30,0.040613643
Group2_upper 2_5B_mRB_D1_T2,D1,T2,2,upper,upper 2,3,NA,mRB,5,B,6.1,Group2_upper 2_5B_mRB,82.30865747,Good,28.6,0.055912327
Group2_upper 2_6B_uRB_D1_T2,D1,T2,2,upper,upper 2,4,NA,uRB,6,B,6.3,Group2_upper 2_6B_uRB,51.99660153,Good,28.1,0.173936031
Group2_upper 3_13G_mRB_D1_T2,D1,T2,2,upper,upper 3,0,0,mRB,13,G,6.5,Group2_upper 3_13G_mRB,107.2796935,Good,35.1,0.099515944
Group2_upper 3_15G_uRB_D1_T2,D1,T2,2,upper,upper 3,1,1,uRB,15,G,6.1,Group2_upper 3_15G_uRB,88.7755102,Good,34.8,0.045683101
Group2_upper 3_16G_mSU_D1_T2,D1,T2,2,upper,upper 3,2,NA,mSU,16,G,4.9,Group2_upper 3_16G_mSU,107.8085642,Good,32.4,0.065444396
Group2_upper 3_17G_uRB_D1_T2,D1,T2,2,upper,upper 3,3,2,uRB,17,G,6,Group2_upper 3_17G_uRB,88.28058169,Good,35,0.300079703
Group2_upper 3_21G_mRB_D1_T2,D1,T2,2,upper,upper 3,5,3,mRB,21,G,6.5,Group2_upper 3_21G_mRB,91.75870858,Good,32.5,0.177720682
Group2_upper 3_screw_mSU_D1_T2,D1,T2,2,upper,upper 3,4,NA,mSU,screw,NA,4.2,Group2_upper 3_screw_mSU,29.61608775,Discard,30.8,0.270229064
Group3_lower 1_36W_mRB_D1_T2,D1,T2,3,lower,lower 1,0,NA,mRB,36,W,6.1,Group3_lower 1_36W_mRB,89.0763391,Good,25.5,0.035081148
Group3_lower 1_37W_mSU_D1_T2,D1,T2,3,lower,lower 1,1,NA,mSU,37,W,4.6,Group3_lower 1_37W_mSU,114.1894737,Good,24.3,0.11513525
Group3_lower 1_38W_uRB_D1_T2,D1,T2,3,lower,lower 1,2,NA,uRB,38,W,7,Group3_lower 1_38W_uRB,52.5,Discard,25,0.377700284
Group3_lower 1_39W_mRB_D1_T2,D1,T2,3,lower,lower 1,3,NA,mRB,39,W,6.4,Group3_lower 1_39W_mRB,85.53245651,Good,22.8,0.168243924
Group3_lower 1_40W_mSU_D1_T2,D1,T2,3,lower,lower 1,4,NA,mSU,40,W,4.2,Group3_lower 1_40W_mSU,70.34764826,Discard,24.9,0.416296838
Group3_lower 1_41W_uRB_D1_T2,D1,T2,3,lower,lower 1,5,NA,uRB,41,W,6.4,Group3_lower 1_41W_uRB,75.59893523,Good,27,0.273253737
Group3_lower 3_19Y_mRB_D1_T2,D1,T2,3,lower,lower 3,0,NA,mRB,19,Y,5.9,Group3_lower 3_19Y_mRB,78.78787879,Good,23.4,0.040518033
Group3_lower 3_20Y_mSU_D1_T2,D1,T2,3,lower,lower 3,1,NA,mSU,20,Y,4.8,Group3_lower 3_20Y_mSU,123.2323232,Good,28.7,0.062457878
Group3_lower 3_21Y_uRB_D1_T2,D1,T2,3,lower,lower 3,2,NA,uRB,21,Y,5.9,Group3_lower 3_21Y_uRB,62.27137388,Good,28.6,0.032927196
Group3_lower 3_25Y_mRB_D1_T2,D1,T2,3,lower,lower 3,3,NA,mRB,25,Y,6.6,Group3_lower 3_25Y_mRB,74.30025445,Good,26.1,0.092900619
Group3_lower 3_26Y_mSU_D1_T2,D1,T2,3,lower,lower 3,4,NA,mSU,26,Y,5,Group3_lower 3_26Y_mSU,102.278481,Good,24.7,0.291341974
Group3_lower 3_27Y_uRB_D1_T2,D1,T2,3,lower,lower 3,5,NA,uRB,27,Y,6.3,Group3_lower 3_27Y_uRB,60.22304833,Good,26.8,0.104400909
Group3_upper 1_14B_mSU_D1_T2,D1,T2,3,upper,upper 1,0,NA,mSU,14,B,5.1,Group3_upper 1_14B_mSU,101.3046815,Good,27.7,0.221991014
Group3_upper 1_15B_mRB_D1_T2,D1,T2,3,upper,upper 1,1,NA,mRB,15,B,5.9,Group3_upper 1_15B_mRB,71.09606433,Good,31.1,0.094199202
Group3_upper 1_16B_mSU_D1_T2,D1,T2,3,upper,upper 1,2,NA,mSU,16,B,5.5,Group3_upper 1_16B_mSU,53.63716039,Discard,28.2,0.356825826
Group3_upper 1_18B_mRB_D1_T2,D1,T2,3,upper,upper 1,3,NA,mRB,18,B,5.6,Group3_upper 1_18B_mRB,89.41574936,Good,26.6,0.068622814
Group3_upper 1_20B_uRB_D1_T2,D1,T2,3,upper,upper 1,4,NA,uRB,20,B,6.2,Group3_upper 1_20B_uRB,100.9345794,Good,29.1,0.038715422
Group3_upper 1_30B_uRB_D1_T2,D1,T2,3,upper,upper 1,5,NA,uRB,30,B,6.8,Group3_upper 1_30B_uRB,71.11111111,Good,28.2,0.07682511
Group3_upper 2_24G_mRB_D1_T2,D1,T2,3,upper,upper 2,0,NA,mRB,24,G,6.2,Group3_upper 2_24G_mRB,44.81111594,Good,27.3,0.054353826
Group3_upper 2_25G_mSU_D1_T2,D1,T2,3,upper,upper 2,1,NA,mSU,25,G,5.2,Group3_upper 2_25G_mSU,102.10615,Good,29.3,0.31528517
Group3_upper 2_26G_uRB_D1_T2,D1,T2,3,upper,upper 2,2,NA,uRB,26,G,5.7,Group3_upper 2_26G_uRB,50.472103,Discard,30.7,0.331050292
Group3_upper 2_28G_mRB_D1_T2,D1,T2,3,upper,upper 2,3,NA,mRB,28,G,5.3,Group3_upper 2_28G_mRB,66.20689655,Good,30.1,0.038030179
